ID,present,WC_alt,WC_bio1,WC_bio2,WC_bio6,WC_bio12,ER_tri,ER_topoWet,lon,lat
1175,1,139,14.899999618530273,14.100000381469727,3.0999999046325684,544,42.90999984741211,10.319999694824219,-121.83135299999999,37.192864
1176,1,139,14.899999618530273,14.100000381469727,3.0999999046325684,544,42.90999984741211,10.319999694824219,-121.831728,37.193255
1177,1,362,14.600000381469727,12.600000381469727,3.5999999046325684,552,58.040000915527344,9.8100004196167,-121.985657,37.884882
1178,1,219,16.700000762939453,14.199999809265137,2.299999952316284,733,22.770000457763672,11.380000114440918,-122.162758,40.250733
1179,1,535,13.899999618530273,18.200000762939453,0.30000001192092896,465,54.58000183105469,9.260000228881836,-121.214246,36.498099
1180,1,NA,NA,NA,NA,NA,NA,NA,-122.491525,38.010283
1181,1,461,14.699999809265137,14.899999618530273,0.8999999761581421,892,31.81999969482422,10.399999618530273,-120.888012,38.682946
1182,1,461,14.699999809265137,14.899999618530273,0.8999999761581421,892,31.81999969482422,10.399999618530273,-120.888076,38.682843
1183,1,150,14.5,12.800000190734863,3.700000047683716,588,41.16999816894531,10.050000190734863,-122.010942,37.264149
1184,1,228,14.600000381469727,13.800000190734863,3.0999999046325684,637,56.77000045776367,9.65999984741211,-121.870255,37.236355
1185,1,167,14.5,11.600000381469727,4.199999809265137,598,33.959999084472656,11.0600004196167,-122.129842,37.984067
1186,1,175,16,13.699999809265137,2.799999952316284,673,25.149999618530273,11.670000076293945,-121.135813,38.77348
1187,1,258,13.600000381469727,11.600000381469727,3.799999952316284,692,47.029998779296875,9.970000267028809,-122.236091,37.400798
1188,1,80,16.299999237060547,14,2.299999952316284,718,15.930000305175781,12.020000457763672,-121.469219,39.32555
1189,1,80,16.299999237060547,14,2.299999952316284,718,15.930000305175781,12.020000457763672,-121.469457,39.32527
1190,1,84,16.299999237060547,13.5,3.299999952316284,559,7.559999942779541,12.739999771118164,-121.18625,38.681206
1191,1,84,16.299999237060547,13.5,3.299999952316284,559,7.559999942779541,12.739999771118164,-121.19216,38.67823
1192,1,84,16.299999237060547,13.5,3.299999952316284,559,7.559999942779541,12.739999771118164,-121.168712,38.679861
1193,1,454,14.5,14.5,2.4000000953674316,621,61.09000015258789,9.15999984741211,-121.674103,37.322899
1194,1,63,16.200000762939453,13.5,3.4000000953674316,525,6.110000133514404,13.109999656677246,-121.218335,38.6519
1195,1,169,15.899999618530273,14.800000190734863,2.0999999046325684,586,32.310001373291016,11.40999984741211,-121.778734,39.224896
1196,1,215,14.100000381469727,14.899999618530273,2.5999999046325684,925,61.5,9.079999923706055,-122.514972,38.362128
1197,1,449,14.800000190734863,14.699999809265137,1,916,44.349998474121094,10.050000190734863,-120.885712,38.767394
1198,1,215,14.100000381469727,14.899999618530273,2.5999999046325684,925,61.5,9.079999923706055,-122.512612,38.364978
1199,1,228,14.600000381469727,13.800000190734863,3.0999999046325684,637,56.77000045776367,9.65999984741211,-121.83528,37.193992
1200,1,800,14.100000381469727,13.899999618530273,2.200000047683716,583,55.959999084472656,9.4399995803833,-121.582053,37.564938
1201,1,581,14.300000190734863,15.199999809265137,1.600000023841858,555,73.660003662109375,9.260000228881836,-121.42532,37.152789
1202,1,76,14.600000381469727,15.199999809265137,2.799999952316284,766,36.560001373291016,10.359999656677246,-122.45358,38.303741
1203,1,238,13.399999618530273,10.699999809265137,4.300000190734863,689,50.75,9.960000038146973,-122.279498,37.46603
1204,1,175,16,13.699999809265137,2.799999952316284,673,25.149999618530273,11.670000076293945,-121.132939,38.769344
1205,1,534,14.100000381469727,15.5,0.699999988079071,778,100.30999755859375,8.569999694824219,-122.313522,38.910045
1206,1,10,15.800000190734863,14.899999618530273,2.9000000953674316,466,0.9399999976158142,13.5600004196167,-121.729897,38.536097
1207,1,161,14.899999618530273,12.800000190734863,3.4000000953674316,488,46.56999969482422,10.399999618530273,-121.927186,37.921106
1208,1,507,14.899999618530273,15.899999618530273,0.6000000238418579,698,75.089996337890625,9.050000190734863,-120.17107,37.601502
1209,1,529,14.100000381469727,17.799999237060547,0,514,35.20000076293945,9.920000076293945,-120.37683,35.46767
1210,1,238,13.399999618530273,10.699999809265137,4.300000190734863,689,50.75,9.960000038146973,-122.285509,37.47568
1211,1,258,13.600000381469727,11.600000381469727,3.799999952316284,692,47.029998779296875,9.970000267028809,-122.170831,37.39006
1212,1,258,13.600000381469727,11.600000381469727,3.799999952316284,692,47.029998779296875,9.970000267028809,-122.172316,37.39002
1213,1,228,14.600000381469727,13.800000190734863,3.0999999046325684,637,56.77000045776367,9.65999984741211,-121.87514,37.19866
1214,1,453,13.699999809265137,18.100000381469727,0,370,50.02000045776367,9.600000381469727,-120.959084,35.995498
1215,1,535,13.899999618530273,18.200000762939453,0.30000001192092896,465,54.58000183105469,9.260000228881836,-121.173572,36.483494
1216,1,430,14.800000190734863,13.100000381469727,3.4000000953674316,537,69.2300033569336,9.569999694824219,-121.914153,37.881591
1217,1,627,14.600000381469727,15.800000190734863,0.30000001192092896,752,47.150001525878906,9.829999923706055,-119.924099,37.494836
1218,1,685,16.200000762939453,15.199999809265137,1,521,107.37999725341797,8.579999923706055,-118.767665,36.222506
1219,1,332,16.899999618530273,15.300000190734863,2.200000047683716,505,69.160003662109375,10.010000228881836,-119.02803,36.432713
1220,1,332,16.899999618530273,15.300000190734863,2.200000047683716,505,69.160003662109375,10.010000228881836,-119.025679,36.46851
1221,1,297,14.399999618530273,12.199999809265137,3.9000000953674316,581,47.59000015258789,10.369999885559082,-122.046837,37.820754
1222,1,313,16.299999237060547,15.399999618530273,1.899999976158142,484,54.61000061035156,10.399999618530273,-119.643408,37.000045
1223,1,258,13.600000381469727,11.600000381469727,3.799999952316284,692,47.029998779296875,9.970000267028809,-122.206192,37.356762
1224,1,534,14.100000381469727,15.5,0.699999988079071,778,100.30999755859375,8.569999694824219,-122.313522,38.910045
1225,1,582,14.399999618530273,17,0.20000000298023224,476,29.59000015258789,11,-120.090703,35.359819
1226,1,492,14.5,17.899999618530273,0,468,25.290000915527344,10.609999656677246,-120.33113,35.458697
1227,1,234,16.399999618530273,14.199999809265137,2.299999952316284,704,27.469999313354492,11.329999923706055,-122.014702,40.109879
1228,1,297,16,7.800000190734863,8.600000381469727,304,83.63999938964844,8.34000015258789,-118.361508,33.356485
